number,street,unit,nearest_parcel_land_use,distance_m,reason
3766,KIMBERLY WEST DR,,403,46.9,nearest non-residential (403)
2436,CHELSEA CT,,403,33.6,nearest non-residential (403)
2853,CITIZENS PL,H,436,106.5,nearest parcel 106m away (> 60m)
5653,HIBERNIA DR,A,510,82.2,nearest parcel 82m away (> 60m)
2175,MUIRWOOD DR,,400,126.3,nearest parcel 126m away (> 60m)
2226,SEVILLE AVE,,403,66.3,nearest parcel 66m away (> 60m)
310,CHANTRY DR,,447,15.6,nearest non-residential (447)
1921,BAIRSFORD DR,,403,27.6,nearest non-residential (403)
3973,PENNIMAN ST,,501,37.3,nearest=vacant land
5427,LONSDALE PL S,UNIT A,401,44.5,nearest non-residential (401)
3731,CHARBERT CT,,403,63.7,nearest parcel 64m away (> 60m)
4611,REFUGEE RD,1A,403,70.7,nearest parcel 71m away (> 60m)
258,CHANTRY DR,,447,15.6,nearest non-residential (447)
2735,EASTLAND MALL,,427,33.0,nearest non-residential (427)
5828,CHATFORD DR,B,899,93.9,nearest parcel 94m away (> 60m)
1563,APPLETON CT,,403,32.3,nearest non-residential (403)
6767,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
3264,WINTER LANE PARK,,481,93.0,nearest parcel 93m away (> 60m)
5684,GREENPINE ST,,400,67.0,nearest parcel 67m away (> 60m)
5585,AUTUMN CHASE DR,A,411,39.8,nearest non-residential (411)
4616,HEBRIDES DR,C,403,106.4,nearest parcel 106m away (> 60m)
4800,LARAINE CT,102,403,42.3,nearest non-residential (403)
4992,OLDE COVENTRY RD W,,403,51.9,nearest non-residential (403)
5356,YORKSHIRE TERRACE DR,,403,28.7,nearest non-residential (403)
5575,CHATTERTON RD,,481,3.2,nearest non-residential (481)
2340,PETZINGER CT,,403,72.4,nearest parcel 72m away (> 60m)
5123,CEDAR DR,,,15.2,nearest non-residential ()
5119,CEDAR DR,M,,16.6,nearest non-residential ()
4582,MANDEVILLE CT,C,685,97.6,nearest parcel 98m away (> 60m)
1559,BANDERA CT,,403,22.5,nearest non-residential (403)
3728,NOAM CT,,403,78.3,nearest parcel 78m away (> 60m)
1775,CHANNINGWAY CT W,,403,71.4,nearest parcel 71m away (> 60m)
2788,CITIZENS PL,D,403,54.3,nearest non-residential (403)
5119,CEDAR DR,E,,3.6,nearest non-residential ()
2788,BERWICK SQ,,403,44.8,nearest non-residential (403)
2580,SILVER OAK DR,,403,67.3,nearest parcel 67m away (> 60m)
6161,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5918,SHANA DR,,403,25.9,nearest non-residential (403)
2845,CITIZENS PL,C,499,75.0,nearest parcel 75m away (> 60m)
2087,PINE GROVE LN,,401,40.6,nearest non-residential (401)
1946,FOUNTAINVIEW CT,G,403,104.7,nearest parcel 105m away (> 60m)
6495,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2786,CITIZENS PL,E,403,64.0,nearest parcel 64m away (> 60m)
4630,HILTON CORPORATE DR,104,484,120.6,nearest parcel 121m away (> 60m)
5530,DUNFIELD LN,3,403,15.3,nearest non-residential (403)
2543,SILVER OAK DR,,455,120.1,nearest parcel 120m away (> 60m)
3282,TRADAN DR,,403,89.1,nearest parcel 89m away (> 60m)
5660,SARANAC DR,,403,41.3,nearest non-residential (403)
6565,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
4185,CADILLAC CT,,417,75.6,nearest parcel 76m away (> 60m)
5681,HIBERNIA DR,,510,68.0,nearest parcel 68m away (> 60m)
4669,REFUGEE RD,2G,403,12.2,nearest non-residential (403)
4597,MONMOUTH CT,,403,66.6,nearest parcel 67m away (> 60m)
5792,HIBERNIA DR,,403,50.0,nearest non-residential (403)
3855,BUCKMAN ST,,500,14.0,nearest=vacant land
2732,TENNYSON BLVD,,481,182.5,nearest parcel 182m away (> 60m)
2207,COURTSIDE DR,B,400,13.9,nearest non-residential (400)
5521,CANTARA PL,6,403,21.6,nearest non-residential (403)
2901,TUPPENCE DR,,403,51.1,nearest non-residential (403)
2655,SILVER OAK DR,,403,126.7,nearest parcel 127m away (> 60m)
4671,REFUGEE RD,3C,403,16.4,nearest non-residential (403)
4789,ROLLINGBROOK LN,D,403,19.6,nearest non-residential (403)
3385,WINTER LANE PARK,,403,70.2,nearest parcel 70m away (> 60m)
3249,WEBSTER DR,,480,72.3,nearest parcel 72m away (> 60m)
5824,CHATFORD DR,,403,19.6,nearest non-residential (403)
3312,SUFFIELD,,510,64.0,nearest parcel 64m away (> 60m)
3820,BUCKMAN ST,,500,5.6,nearest=vacant land
5700,SPRUCE TREE DR,,403,38.0,nearest non-residential (403)
2390,CANAL BAY WAY,,403,15.4,nearest non-residential (403)
5597,CHANTRY DR,,447,61.1,nearest parcel 61m away (> 60m)
5898,CHATFORD DR,,403,19.6,nearest non-residential (403)
4678,FENIMORE CT,D,403,111.1,nearest parcel 111m away (> 60m)
4630,HILTON CORPORATE DR,110,411,93.8,nearest parcel 94m away (> 60m)
2217,MUIRWOOD DR,,400,68.8,nearest parcel 69m away (> 60m)
238,CHANTRY DR,,447,15.6,nearest non-residential (447)
3474,WALNUT DR,,400,54.6,nearest non-residential (400)
164,CHANTRY DR,,447,15.6,nearest non-residential (447)
2720,BRANDY DR,204,458,58.6,nearest non-residential (458)
4573,MONMOUTH CT,212,403,58.0,nearest non-residential (403)
1811,BAIRSFORD DR,1B,403,27.9,nearest non-residential (403)
5792,HIBERNIA DR,C,403,51.7,nearest non-residential (403)
4520,LAKE SIDE S,D,425,145.9,nearest parcel 146m away (> 60m)
4442,CROSSROADS CENTER,,426,21.2,nearest non-residential (426)
2249,GARNET PL,,403,11.9,nearest non-residential (403)
2598,SILVER OAK DR,,403,84.0,nearest parcel 84m away (> 60m)
2000,SEPICH LN,,480,49.5,nearest non-residential (480)
5898,SHANA DR,,403,27.6,nearest non-residential (403)
16,CHANTRY DR,,447,15.6,nearest non-residential (447)
4592,LAKE SIDE N,,351,153.4,nearest parcel 153m away (> 60m)
5499,CHATFORD SQ,,403,79.8,nearest parcel 80m away (> 60m)
2912,MERRYMOUNT CT,C,403,74.0,nearest parcel 74m away (> 60m)
5858,CHATFORD DR,,403,32.6,nearest non-residential (403)
2797,TENNYSON BLVD,C,403,17.8,nearest non-residential (403)
4271,DONLYN CT,,447,48.9,nearest non-residential (447)
1849,BAIRSFORD DR,,520,71.6,nearest parcel 72m away (> 60m)
4241,EASTLAND SQUARE DR,,422,63.2,nearest parcel 63m away (> 60m)
5121,CEDAR DR,C,,22.7,nearest non-residential ()
5624,HIBERNIA DR,C,403,48.1,nearest non-residential (403)
2047,PINE NEEDLE CT,,401,6.2,nearest non-residential (401)
6703,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2174,SUNSHINE PL,,403,69.0,nearest parcel 69m away (> 60m)
2853,CITIZENS PL,C,436,104.5,nearest parcel 105m away (> 60m)
1838,S HAMILTON RD,,510,221.2,nearest parcel 221m away (> 60m)
2371,SHORE BLVD E,H,403,135.4,nearest parcel 135m away (> 60m)
3847,MAUMEE BAY WAY,,680,46.0,nearest non-residential (680)
6033,LAKE CLUB CT,,430,100.0,nearest parcel 100m away (> 60m)
5537,CHATFORD DR,,403,42.7,nearest non-residential (403)
4987,COVENTRY DR,,403,74.4,nearest parcel 74m away (> 60m)
1811,BAIRSFORD DR,2K,403,31.4,nearest non-residential (403)
2102,LAKE CLUB TER,,447,39.4,nearest non-residential (447)
2855,CITIZENS PL,D,403,94.7,nearest parcel 95m away (> 60m)
2894,MERRYMOUNT CT,B,403,132.3,nearest parcel 132m away (> 60m)
4114,ALVADA ST,,403,74.3,nearest parcel 74m away (> 60m)
2744,BRANDY DR,203,403,32.4,nearest non-residential (403)
3747,KIMBERLY WEST DR,UNIT 5,403,56.0,nearest non-residential (403)
5788,HIBERNIA DR,A,403,57.4,nearest non-residential (403)
1799,BAIRSFORD DR,,680,53.9,nearest non-residential (680)
5735,SPRUCE TREE DR,,400,105.3,nearest parcel 105m away (> 60m)
5934,SHANA DR,,403,58.3,nearest non-residential (403)
5200,CEDAR DR,D,,16.9,nearest non-residential ()
6375,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
3760,KNIGHTSWAY LN,,402,46.0,nearest non-residential (402)
1567,APPLETON CT,,403,29.5,nearest non-residential (403)
5141,CEDAR DR,,,21.9,nearest non-residential ()
2173,SUNSHINE PL,,403,23.9,nearest non-residential (403)
2533,COURTRIGHT RD,,402,50.1,nearest non-residential (402)
4627,HILTON CORPORATE DR,,670,85.9,nearest parcel 86m away (> 60m)
4680,FENIMORE CT,B,403,110.3,nearest parcel 110m away (> 60m)
3346,SUFFIELD,,510,66.0,nearest parcel 66m away (> 60m)
2740,CITIZENS PL,E,403,162.8,nearest parcel 163m away (> 60m)
4599,REFUGEE RD,2A,403,34.2,nearest non-residential (403)
2231,COURTSIDE DR,D,400,33.8,nearest non-residential (400)
5687,E LIVINGSTON AVE,,400,63.2,nearest parcel 63m away (> 60m)
2627,SILVER OAK DR,,403,134.6,nearest parcel 135m away (> 60m)
4617,REFUGEE RD,1C,403,3.3,nearest non-residential (403)
5605,AUTUMN CHASE DR,B,411,31.0,nearest non-residential (411)
5603,HIBERNIA DR,A,510,77.6,nearest parcel 78m away (> 60m)
5880,YORKLAND CT,UNIT K,,9.7,nearest non-residential ()
5669,CHANTRY DR,,340,54.7,nearest non-residential (340)
1980,FOUNTAINVIEW CT,,403,90.7,nearest parcel 91m away (> 60m)
3863,SOLDIER ST,,500,16.6,nearest=vacant land
4969,COVENTRY CT S,,403,113.6,nearest parcel 114m away (> 60m)
4615,WORDSWORTH CT,C,403,60.6,nearest parcel 61m away (> 60m)
2431,SHORE BLVD E,I,403,34.7,nearest non-residential (403)
3695,KIDRON CT,,403,82.1,nearest parcel 82m away (> 60m)
4650,HILTON CORPORATE DR,111,484,83.3,nearest parcel 83m away (> 60m)
4665,REFUGEE RD,3H,403,58.4,nearest non-residential (403)
5435,LONSDALE PL N,UNIT A,403,54.5,nearest non-residential (403)
5720,HIBERNIA DR,B,690,82.6,nearest parcel 83m away (> 60m)
2035,PINE NEEDLE CT,,401,8.8,nearest non-residential (401)
5739,HIBERNIA DR,A,403,57.2,nearest non-residential (403)
4659,REFUGEE RD,1E,403,91.9,nearest parcel 92m away (> 60m)
3304,WINTER LANE PARK,,403,117.9,nearest parcel 118m away (> 60m)
4667,REFUGEE RD,3A,403,41.1,nearest non-residential (403)
5556,AUTUMN CHASE DR,A,411,51.2,nearest non-residential (411)
3735,BIRCHTREE LN,,403,57.9,nearest non-residential (403)
1779,BAIRSFORD CIR W,,403,52.7,nearest non-residential (403)
1754,LONSDALE PL E,UNIT B,403,73.2,nearest parcel 73m away (> 60m)
5583,HIBERNIA DR,A,510,61.8,nearest parcel 62m away (> 60m)
2760,EASTLAND MALL,,427,68.4,nearest parcel 68m away (> 60m)
4415,CROSSROADS CENTER,,426,33.3,nearest non-residential (426)
2810,CITIZENS PL,B,403,25.5,nearest non-residential (403)
4650,HILTON CORPORATE DR,306,484,74.5,nearest parcel 74m away (> 60m)
2757,S HAMILTON RD,,427,105.6,nearest parcel 106m away (> 60m)
3154,S HAMILTON RD,,425,38.7,nearest non-residential (425)
2637,BIRCHTREE CT,,403,72.4,nearest parcel 72m away (> 60m)
5561,CHATTERTON RD,,425,35.6,nearest non-residential (425)
2223,SEVILLE AVE,,403,102.6,nearest parcel 103m away (> 60m)
6763,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5123,CEDAR DR,E,,10.2,nearest non-residential ()
1811,BAIRSFORD DR,2H,403,28.1,nearest non-residential (403)
5563,HIBERNIA DR,,510,95.9,nearest parcel 96m away (> 60m)
6441,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5703,SPRUCE TREE DR,,403,68.8,nearest parcel 69m away (> 60m)
2784,MARWOOD CT,A,403,65.4,nearest parcel 65m away (> 60m)
2205,COURTSIDE DR,G,400,36.2,nearest non-residential (400)
5695,GREENPINE ST,,400,43.3,nearest non-residential (400)
6721,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5628,HIBERNIA DR,A,403,46.1,nearest non-residential (403)
648,CHANTRY DR,,447,15.6,nearest non-residential (447)
3749,EMRICK CT,,403,29.8,nearest non-residential (403)
2630,CHAPPEL CHASE,,403,95.2,nearest parcel 95m away (> 60m)
5540,MILLERSFIELD DR,,403,99.0,nearest parcel 99m away (> 60m)
4106,JENERA PL,,403,63.2,nearest parcel 63m away (> 60m)
2740,CITIZENS PL,D,403,164.4,nearest parcel 164m away (> 60m)
4636,GROVES RD,,353,24.0,nearest non-residential (353)
1893,COVENTRY CT,,403,66.4,nearest parcel 66m away (> 60m)
2776,CITIZENS PL,C,403,104.9,nearest parcel 105m away (> 60m)
262,CHANTRY DR,,447,15.6,nearest non-residential (447)
2348,PETZINGER CT,,640,57.0,nearest non-residential (640)
2748,CITIZENS PL,B,403,149.3,nearest parcel 149m away (> 60m)
2626,NOE-BIXBY RD,D,458,58.2,nearest non-residential (458)
5097,CEDAR DR,B,,12.6,nearest non-residential ()
6357,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
3740,SOFT WIND DR,,403,122.2,nearest parcel 122m away (> 60m)
4774,LARAINE CT,203,403,47.9,nearest non-residential (403)
2583,KIMBERLY PKWY W,,403,67.3,nearest parcel 67m away (> 60m)
5121,CEDAR DR,L,,27.9,nearest non-residential ()
2273,COURTRIGHT RD,,403,31.4,nearest non-residential (403)
2296,MUIRWOOD DR,,400,85.9,nearest parcel 86m away (> 60m)
2314,SEVILLE AVE,,403,66.9,nearest parcel 67m away (> 60m)
5321,YORKSHIRE TERRACE DR,B,403,46.2,nearest non-residential (403)
2798,MARWOOD CT,C,403,48.5,nearest non-residential (403)
2187,ROTUNDA DR,,403,27.3,nearest non-residential (403)
2391,SHORE BLVD E,D,403,116.6,nearest parcel 117m away (> 60m)
2768,GROSSE POINT,,403,89.9,nearest parcel 90m away (> 60m)
5564,MILLERSFIELD DR,,403,70.1,nearest parcel 70m away (> 60m)
4599,REFUGEE RD,3A,403,35.8,nearest non-residential (403)
2824,CITIZENS PL,D,403,10.9,nearest non-residential (403)
4594,MONMOUTH CT,,403,40.1,nearest non-residential (403)
5545,CANTARA PL,5,403,31.0,nearest non-residential (403)
3308,TRADAN DR,,403,16.2,nearest non-residential (403)
2935,TENNYSON BLVD,D,685,133.4,nearest parcel 133m away (> 60m)
638,CHANTRY DR,,447,15.6,nearest non-residential (447)
4649,COLERIDGE CT,D,403,43.9,nearest non-residential (403)
5435,LONSDALE PL N,UNIT B,403,58.7,nearest non-residential (403)
2150,SUNSHINE PL,,400,114.8,nearest parcel 115m away (> 60m)
1881,FOUNTAINVIEW CT,B,899,88.7,nearest parcel 89m away (> 60m)
4564,ISINGTON CT,203,403,78.7,nearest parcel 79m away (> 60m)
4652,HEBRIDES DR,,403,114.7,nearest parcel 115m away (> 60m)
1926,NOE-BIXBY RD,,403,82.8,nearest parcel 83m away (> 60m)
2824,TENNYSON BLVD,A,403,106.8,nearest parcel 107m away (> 60m)
1267,STEVENLANE BLVD,,,47.3,nearest non-residential ()
2802,CITIZENS PL,G,403,32.9,nearest non-residential (403)
2851,CITIZENS PL,D,435,91.4,nearest parcel 91m away (> 60m)
3652,RIVERDALE SQ,,403,73.2,nearest parcel 73m away (> 60m)
3729,FRANCINE CT,,403,83.7,nearest parcel 84m away (> 60m)
2888,SHILLING DR,,403,57.2,nearest non-residential (403)
3595,ARIEL DR,,403,22.4,nearest non-residential (403)
1759,LONSDALE PL E,UNIT D,403,33.8,nearest non-residential (403)
4624,CHANNING TER,D,403,89.0,nearest parcel 89m away (> 60m)
558,CHANTRY DR,,447,15.6,nearest non-residential (447)
3171,SCHWARTZ RD,,499,53.4,nearest non-residential (499)
1811,BAIRSFORD DR,2A,403,39.3,nearest non-residential (403)
4615,REFUGEE RD,2F,403,61.6,nearest parcel 62m away (> 60m)
2602,CHAPPEL CHASE,,403,80.3,nearest parcel 80m away (> 60m)
4665,REFUGEE RD,1I,403,53.8,nearest non-residential (403)
5912,CHATFORD DR,B,449,115.9,nearest parcel 116m away (> 60m)
4599,REFUGEE RD,1A,403,37.7,nearest non-residential (403)
4642,HEBRIDES DR,C,403,129.9,nearest parcel 130m away (> 60m)
3595,REFUGEE RD,CATV,499,85.6,nearest parcel 86m away (> 60m)
3803,RIVERCREEK BAY WAY,,510,62.6,nearest parcel 63m away (> 60m)
1670,LONSDALE RD,,425,42.0,nearest non-residential (425)
2635,BIRCHTREE CT,,403,69.5,nearest parcel 69m away (> 60m)
5804,CHATFORD DR,A,899,122.4,nearest parcel 122m away (> 60m)
5516,DUNFIELD LN,3,403,45.9,nearest non-residential (403)
2782,TENNYSON BLVD,,403,42.7,nearest non-residential (403)
378,CHANTRY DR,,447,15.6,nearest non-residential (447)
3654,RIVERDALE SQ,,403,78.6,nearest parcel 79m away (> 60m)
2435,SHORE BLVD E,,403,38.9,nearest non-residential (403)
2449,SHORE BLVD E,C,403,64.2,nearest parcel 64m away (> 60m)
4798,LARAINE CT,104,403,37.8,nearest non-residential (403)
102,CHANTRY DR,,447,15.6,nearest non-residential (447)
2820,WYMAN CT,B,403,33.8,nearest non-residential (403)
3839,MAUMEE BAY WAY,,680,38.7,nearest non-residential (680)
2240,MUIRWOOD DR,,403,15.8,nearest non-residential (403)
5481,E LIVINGSTON AVE,,426,77.0,nearest parcel 77m away (> 60m)
4309,DONLYN CT,,447,35.0,nearest non-residential (447)
5145,CEDAR DR,F,,29.3,nearest non-residential ()
2184,SOFT WIND CT,,403,121.9,nearest parcel 122m away (> 60m)
2927,TENNYSON BLVD,D,685,125.3,nearest parcel 125m away (> 60m)
5652,SARANAC DR,,403,43.0,nearest non-residential (403)
2792,TENNYSON BLVD,,403,20.0,nearest non-residential (403)
4617,REFUGEE RD,3A,403,21.2,nearest non-residential (403)
1898,COVENTRY CT,,403,67.9,nearest parcel 68m away (> 60m)
2090,PINE GROVE LN,,403,15.8,nearest non-residential (403)
4960,COVENTRY CT S,,660,91.4,nearest parcel 91m away (> 60m)
2785,MARWOOD CT,A,403,76.8,nearest parcel 77m away (> 60m)
2087,LAKE CLUB TER,B,400,63.4,nearest parcel 63m away (> 60m)
4630,HILTON CORPORATE DR,206,411,102.2,nearest parcel 102m away (> 60m)
4603,REFUGEE RD,1E,685,79.7,nearest parcel 80m away (> 60m)
6769,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2342,NOE-BIXBY RD,,500,34.5,nearest=vacant land
5888,CHATFORD DR,,403,68.1,nearest parcel 68m away (> 60m)
1910,FOUNTAINVIEW CT,,441,101.0,nearest parcel 101m away (> 60m)
4582,MANDEVILLE CT,D,685,98.2,nearest parcel 98m away (> 60m)
1285,YORKLAND RD,UNIT C,403,43.3,nearest non-residential (403)
3239,ELIM MANOR CT,,591,30.1,nearest non-residential (591)
2784,CITIZENS PL,C,403,67.7,nearest parcel 68m away (> 60m)
1922,OLDE COVENTRY RD E,,510,68.0,nearest parcel 68m away (> 60m)
2805,TENNYSON BLVD,,403,25.3,nearest non-residential (403)
2401,SHORE BLVD E,D,403,77.7,nearest parcel 78m away (> 60m)
2116,SUNSHINE PL,,400,87.0,nearest parcel 87m away (> 60m)
5900,CHATFORD DR,F,449,116.8,nearest parcel 117m away (> 60m)
2900,NATHANIEL BLVD,,403,63.6,nearest parcel 64m away (> 60m)
5533,CANTARA PL,5,403,3.8,nearest non-residential (403)
5510,E LIVINGSTON AVE,,,17.6,nearest non-residential ()
5567,HIBERNIA DR,C,510,89.1,nearest parcel 89m away (> 60m)
5896,CHATFORD DR,H,403,105.7,nearest parcel 106m away (> 60m)
3310,JOSHSTOCK DR,,,18.8,nearest non-residential ()
2114,MUIRWOOD DR,,400,123.4,nearest parcel 123m away (> 60m)
3651,RIVERDALE SQ,,403,51.5,nearest non-residential (403)
2423,SHORE BLVD E,,403,49.8,nearest non-residential (403)
2142,MUIRWOOD DR,,481,136.3,nearest parcel 136m away (> 60m)
1763,CHANNINGWAY CT W,,403,74.9,nearest parcel 75m away (> 60m)
4177,CADILLAC CT,,417,99.4,nearest parcel 99m away (> 60m)
3813,BUCKMAN ST,,500,12.8,nearest=vacant land
2602,SUMMERWAY CT,,403,42.8,nearest non-residential (403)
2263,MUIRWOOD DR,,400,13.3,nearest non-residential (400)
190,CHANTRY DR,,447,15.6,nearest non-residential (447)
1869,LAKE CLUB DR,,899,32.4,nearest non-residential (899)
5645,CHANTRY DR,,510,72.6,nearest parcel 73m away (> 60m)
6026,LAKE CLUB CT,,449,111.6,nearest parcel 112m away (> 60m)
3358,TRADAN DR,,400,44.3,nearest non-residential (400)
2403,SHORE BLVD E,,403,71.1,nearest parcel 71m away (> 60m)
2521,FRANKSWAY ST,,436,91.1,nearest parcel 91m away (> 60m)
2214,MUIRWOOD DR,,403,41.0,nearest non-residential (403)
2826,TENNYSON BLVD,B,403,96.8,nearest parcel 97m away (> 60m)
5774,HIBERNIA DR,,403,69.4,nearest parcel 69m away (> 60m)
1921,CHANNINGWAY CENTER DR,,422,43.1,nearest non-residential (422)
5571,AUTUMN CHASE DR,,411,46.2,nearest non-residential (411)
2082,LAKE CLUB TER,,447,36.9,nearest non-residential (447)
3211,WABASH CT N,,400,28.4,nearest non-residential (400)
5781,CHANTRY DR,,426,56.4,nearest non-residential (426)
4599,MONMOUTH CT,207,403,83.4,nearest parcel 83m away (> 60m)
3744,WESTPOINT DR,UNIT 1,403,65.0,nearest parcel 65m away (> 60m)
3647,PETZINGER RD,,403,82.2,nearest parcel 82m away (> 60m)
5650,MAPLE TREE LN,,403,107.0,nearest parcel 107m away (> 60m)
5738,GREENPINE ST,,400,128.3,nearest parcel 128m away (> 60m)
4603,REFUGEE RD,2E,403,79.6,nearest parcel 80m away (> 60m)
3365,WINTER LANE PARK,,510,95.9,nearest parcel 96m away (> 60m)
2796,BERWICK SQ,,403,30.3,nearest non-residential (403)
1814,NOE-BIXBY RD,UNIT D,510,73.1,nearest parcel 73m away (> 60m)
2234,SUNSHINE PL,,520,70.3,nearest parcel 70m away (> 60m)
6014,LAKE CLUB CT,,449,125.3,nearest parcel 125m away (> 60m)
2780,CITIZENS PL,C,403,95.0,nearest parcel 95m away (> 60m)
5652,HIBERNIA DR,C,403,43.5,nearest non-residential (403)
2586,S HAMILTON RD,,425,57.0,nearest non-residential (425)
1884,FOUNTAINVIEW CT,,441,93.9,nearest parcel 94m away (> 60m)
5345,YORKSHIRE TERRACE DR,C,403,23.4,nearest non-residential (403)
3746,NOAM CT,,550,68.0,nearest parcel 68m away (> 60m)
4556,ISINGTON CT,,403,66.8,nearest parcel 67m away (> 60m)
5548,AUTUMN CHASE DR,B,411,62.1,nearest parcel 62m away (> 60m)
4571,HEMINGWAY CT,A,685,86.1,nearest parcel 86m away (> 60m)
5951,SHANA DR,,403,62.5,nearest parcel 62m away (> 60m)
3169,WEBSTER DR,,420,66.1,nearest parcel 66m away (> 60m)
1949,BAIRSFORD DR,,520,61.7,nearest parcel 62m away (> 60m)
5554,AUTUMN CHASE DR,,411,53.9,nearest non-residential (411)
5483,RED BIRD CT,,402,16.7,nearest non-residential (402)
